Index,STRUCTURE_NUMBER_008,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,Road_class,FUTURE_ADT_114,PERCENT_ADT_TRUCK_109,DETOUR_KILOS_019,HAZUS_classficiation,site_class,DEGREES_SKEW_034,MAIN_UNIT_SPANS_045,maint_duration,rehab_duration,recon_duration,Age,DECK_STRUCTURE_TYPE_107,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,Vertical_clearance
292,2740,21.9,12.4,2,1,Minor,6321,0.13,19,HWB10,B,15,3,30,180,360,11,1,6,6,7,99.99
293,2750,21.9,14.2,2,1,Minor,7704,0.11,3,HWB10,B,25,3,30,180,360,4,1,7,7,7,99.99
294,2760,31.4,14.3,2,1,Minor,8041,0.11,5,HWB10,B,0,3,30,180,360,2,1,7,7,7,99.99
295,2770,23.5,14.3,1,11,Minor,9632,0.11,8,HWB3,B,0,1,30,180,360,2,1,7,6,7,99.99
296,2780,32.3,15.2,2,1,Major,20674,0.13,6,HWB10,B,20,3,30,180,360,24,1,6,6,6,99.99
297,2790,23.7,14.2,2,1,Minor,9569,0.05,8,HWB10,B,10,3,30,180,360,4,1,7,7,7,99.99
298,2800,102.2,11.1,5,2,Minor,5731,0.08,8,HWB17,B,0,10,30,180,360,6,1,6,7,8,99.99
301,2840,53,14.8,2,1,Minor,13616,0.08,6,HWB10,B,5,5,30,180,360,33,1,7,7,6,99.99
303,2860,39.5,14.5,6,2,Minor,12004,0.12,2,HWB22,B,10,3,30,180,360,20,1,8,8,7,99.99
304,2870,30.5,14.1,4,2,Minor,16478,0.11,6,HWB15,B,24,3,30,180,360,22,1,7,8,7,99.99
305,2880,8,11.1,1,1,Minor,3094,0.1,5,HWB3,B,30,1,30,180,360,5,1,7,7,7,99.99
306,2891,29.6,12.9,1,1,Minor,5110,0.43,23,HWB5,B,0,2,30,180,360,2,1,9,9,9,99.99
308,2910,64.3,15.6,4,2,Minor,11524,0.1,6,HWB15,B,0,4,30,180,360,21,1,7,7,6,99.99
309,2920,17.7,14.7,2,1,Minor,8431,0.1,8,HWB10,B,7,3,30,180,360,28,1,6,6,6,99.99
310,2930,17.7,14.7,2,1,Minor,6324,0.1,8,HWB10,B,20,3,30,180,360,28,1,6,6,7,99.99
312,2960,24.4,14.5,2,1,Minor,9557,0.1,5,HWB10,B,20,3,30,180,360,33,1,5,5,6,99.99
314,3000,18.7,13.5,2,1,Minor,1746,0.15,6,HWB10,B,10,3,30,180,360,29,1,6,6,7,99.99
315,3010,11.4,9.9,5,6,Minor,1746,0.15,3,HWB3,B,30,1,30,180,360,34,1,6,8,5,99.99
316,3020,22.2,13.6,2,1,Minor,1855,0.16,5,HWB10,B,25,3,30,180,360,11,1,6,6,7,99.99
317,3030,88.1,11.9,4,2,Minor,670,0.14,11,HWB15,B,20,3,30,180,360,5,1,6,7,7,99.99
318,3050,17.7,9.3,5,5,Minor,6193,0.1,2,HWB3,B,0,1,30,180,360,40,1,5,5,6,99.99
319,3060,7.3,9.2,1,22,Minor,6754,0.1,3,HWB3,B,30,1,30,180,360,54,2,5,5,7,99.99
320,3070,7.3,9.2,1,22,Minor,6754,0.1,3,HWB3,B,0,1,30,180,360,54,2,5,5,6,99.99
321,3080,6.7,9.3,5,5,Minor,2350,0.1,5,HWB3,B,27,1,30,180,360,40,2,6,6,6,99.99
322,3081,21.9,14.6,2,1,Minor,16170,0.04,8,HWB10,B,20,3,30,180,360,5,1,6,6,6,99.99
323,3100,81.7,20.3,3,16,Major,18000,0.05,11,HWB3,B,0,1,30,180,360,33,3,5,5,7,99.99
324,3110,68.6,18.5,6,5,Major,25551,0.05,11,HWB22,B,0,7,30,180,360,24,1,6,6,7,99.99
325,3120,49.7,25.9,6,2,Major,34763,0.05,11,HWB22,B,0,3,30,180,360,26,1,7,6,6,99.99
326,3130,299.6,18.6,4,2,Major,34763,0.05,11,HWB1,B,0,5,30,180,360,2,1,7,5,6,99.99
327,3211,46.2,12.3,5,4,Major,9046,0.08,2,HWB3,B,45,1,30,180,360,6,1,8,8,8,99.99
328,3221,16.9,12.3,5,2,Major,9046,0.08,2,HWB3,B,23,1,30,180,360,6,1,7,8,7,99.99
329,3230,87.2,13,6,2,Major,5085,0.05,2,HWB22,B,13,6,30,180,360,19,1,6,7,6,99.99
330,3240,87.2,13,6,2,Major,5085,0.05,2,HWB22,B,13,6,30,180,360,19,1,6,6,6,99.99
331,3245,302.4,11.7,6,4,NHS,7940,0.4,3,HWB1,B,13,10,30,180,360,5,1,6,5,7,99.99
332,3250,86,14.9,4,2,Major,11816,0.05,2,HWB15,B,31,4,30,180,360,19,1,5,7,6,99.99
333,3260,86,14.9,4,2,Major,11816,0.05,2,HWB15,B,31,4,30,180,360,19,1,6,7,6,99.99
334,3270,185,21.6,4,2,Major,17241,0.05,3,HWB1,B,23,4,30,180,360,29,1,6,6,6,99.99
335,3300,44.2,9.7,2,2,Minor,6600,0.1,6,HWB10,B,0,3,30,180,360,18,1,7,6,7,99.99
336,3310,49.8,14.3,4,2,Minor,6600,0.1,6,HWB15,B,0,3,30,180,360,30,1,7,6,7,99.99
337,3320,18.7,14.2,2,1,Minor,5500,0.1,6,HWB10,B,0,3,30,180,360,39,1,5,5,6,99.99
338,3330,13.9,14.2,5,5,Minor,9600,0.1,5,HWB3,B,5,1,30,180,360,23,1,5,5,6,99.99
341,3340,107.8,11.1,4,2,Minor,2700,0.1,16,HWB15,B,15,5,30,180,360,33,1,6,6,7,99.99
342,3350,69.6,11.1,4,2,Minor,2700,0.1,8,HWB15,B,35,3,30,180,360,36,1,7,7,7,99.99
343,3355,24.1,14.3,2,1,Minor,12400,0.1,6,HWB10,B,30,3,30,180,360,33,1,7,7,7,99.99
345,3370,19,19,5,1,Major,21000,0.05,6,HWB3,B,60,1,30,180,360,16,1,8,8,7,99.99
347,3390,31.1,14.1,2,1,Minor,1470,0.18,6,HWB10,B,45,3,30,180,360,4,1,8,8,7,99.99
348,3400,20.7,14.1,1,11,Minor,5532,0.1,6,HWB3,B,15,1,30,180,360,19,1,6,7,7,99.99
350,3410,16.8,14.2,3,2,Minor,10253,0.12,6,HWB3,B,15,1,30,180,360,36,1,7,6,6,99.99
351,3420,250.2,11.1,4,2,Minor,6628,0.14,8,HWB1,B,30,7,30,180,360,4,1,7,6,7,99.99
352,3430,12.8,12.1,1,11,Minor,10690,0.09,6,HWB3,B,0,1,30,180,360,24,1,7,6,6,99.99
353,3440,9.4,12.6,1,2,Minor,10616,0.09,6,HWB3,B,27,1,30,180,360,28,1,6,6,6,99.99
354,3450,55.9,11.6,4,2,Minor,10616,0.13,10,HWB15,B,9,3,30,180,360,5,1,9,7,8,99.99
355,3470,9.8,11.6,1,11,Minor,9343,0.07,6,HWB3,B,15,1,30,180,360,33,1,7,6,5,99.99
357,3490,9.1,12.1,1,1,Minor,7842,0.16,6,HWB3,B,0,1,30,180,360,26,1,7,7,6,99.99
358,3500,24.5,14.2,2,1,Minor,15289,0.13,6,HWB10,B,0,3,30,180,360,5,1,7,7,6,99.99
359,3510,15.6,12.3,1,11,Minor,23329,0.11,5,HWB3,B,30,1,30,180,360,37,1,6,6,5,99.99
360,3520,14.6,14.8,2,1,Minor,24656,0.24,6,HWB10,B,15,2,30,180,360,36,1,6,6,7,99.99
361,3530,17.2,14.2,2,1,Minor,3590,0.25,5,HWB10,B,0,3,30,180,360,35,1,5,5,6,99.99
362,3560,32.3,14.2,6,2,NHS,32450,0.19,10,HWB22,B,0,3,30,180,360,14,1,8,8,8,99.99
364,3590,18,12.3,5,2,Minor,851,0.1,8,HWB3,B,30,1,30,180,360,27,1,7,8,8,99.99
365,3600,60,11,4,2,Minor,1000,0.1,13,HWB15,B,0,2,30,180,360,19,1,7,7,6,99.99
366,3610,18.9,9.7,2,1,Minor,879,0.1,6,HWB10,B,10,3,30,180,360,18,1,5,5,6,99.99
367,3620,33.8,10.5,2,1,Minor,1593,0.1,6,HWB10,B,10,3,30,180,360,19,1,6,6,7,99.99
368,3630,37.5,13.7,2,1,Minor,2735,0.1,6,HWB10,B,15,3,30,180,360,15,1,6,6,7,99.99
369,3640,12.5,11.1,5,6,Minor,2355,0.1,6,HWB3,B,15,1,30,180,360,37,1,5,6,5,99.99
371,3680,51.4,11.3,6,5,Minor,1650,0.34,6,HWB22,B,45,3,30,180,360,3,1,6,6,6,99.99
374,3705,12.8,11.7,5,1,Minor,3678,0.15,6,HWB3,B,0,1,30,180,360,21,1,7,7,7,99.99
375,3730,107.9,11.6,4,2,Minor,4744,0.1,5,HWB15,B,10,6,30,180,360,23,1,7,7,6,99.99
377,3750,26.5,11.3,6,5,Minor,3974,0.1,6,HWB22,B,0,3,30,180,360,21,1,6,6,6,99.99
378,3755,57.2,14.5,6,4,Minor,3440,0.03,5,HWB22,B,17,2,30,180,360,14,1,7,7,7,99.99
379,3760,25,19.8,2,1,Major,17163,0.16,5,HWB10,B,25,3,30,180,360,31,1,6,6,6,99.99
380,3770,22.4,14.2,2,1,Minor,3326,0.11,6,HWB10,B,20,3,30,180,360,2,1,7,7,7,99.99
381,3780,22.4,14.3,2,1,Minor,3711,0.16,6,HWB10,B,15,3,30,180,360,33,1,6,6,6,99.99
382,3790,26.5,13.7,2,1,Minor,3047,0.17,6,HWB10,B,30,3,30,180,360,33,1,6,6,7,99.99
383,3800,25.1,14.5,2,1,Minor,4387,0.19,6,HWB10,B,0,3,30,180,360,32,1,6,6,6,99.99
384,3810,26.4,10.7,2,1,Minor,3711,0.09,10,HWB10,B,0,3,30,180,360,25,1,7,7,7,99.99
385,3820,23.2,14.2,2,1,Minor,10023,0.04,6,HWB10,B,20,3,30,180,360,4,1,5,5,6,99.99
386,3830,28,29.2,2,1,Minor,35300,0.05,10,HWB10,B,30,3,30,180,360,6,1,7,7,7,99.99
387,3840,23,28,2,1,Minor,10023,0.08,10,HWB10,B,35,3,30,180,360,6,1,7,7,6,99.99
388,3850,30.8,30.3,2,1,Minor,20000,0.08,10,HWB10,B,35,3,30,180,360,6,1,7,7,7,99.99
389,3860,66.8,33.8,4,2,Major,36062,0.08,5,HWB15,B,7,4,30,180,360,23,1,7,7,7,99.99
390,3870,79.7,15.2,2,4,Minor,19025,0.07,5,HWB10,B,0,3,30,180,360,6,1,8,8,8,99.99
393,3910,105.8,11.9,1,11,Minor,9816,0.08,14,HWB5,B,0,4,30,180,360,23,1,7,6,6,99.99
394,3920,19.2,13.1,3,2,Minor,9816,0.1,6,HWB3,B,0,1,30,180,360,27,1,6,7,6,99.99
395,3931,35.7,13.6,5,4,Minor,7700,0.13,5,HWB3,B,15,1,30,180,360,9,1,7,7,8,99.99
398,3960,119.8,16,4,2,Major,20678,0.05,10,HWB15,B,30,3,30,180,360,37,1,6,7,7,99.99
399,3970,21.3,15.9,2,1,Major,20113,0.04,5,HWB10,B,0,3,30,180,360,10,1,6,6,7,99.99
400,3981,34.9,11.7,2,1,Minor,4747,0.15,8,HWB10,B,37,3,30,180,360,5,1,8,8,8,99.99
403,4000,71.9,14.7,6,2,Minor,5711,0.13,10,HWB22,B,20,3,30,180,360,27,1,7,7,6,99.99
406,4050,16.2,14.2,2,1,Major,13846,0.21,6,HWB10,B,45,2,30,180,360,27,1,5,5,6,99.99
407,4060,12.8,17.2,5,5,Major,31072,0.16,10,HWB3,B,30,1,30,180,360,27,1,6,5,7,99.99
408,4070,14,24.4,5,5,Major,25967,0.1,10,HWB3,B,23,1,30,180,360,25,1,6,8,6,99.99
409,4081,31.1,13.2,6,6,NHS,15690,0.2,40,HWB22,B,0,3,30,180,360,3,1,9,9,7,99.99
410,4090,21.2,14.7,2,1,NHS,13620,0.17,5,HWB10,B,0,3,30,180,360,27,1,7,7,7,99.99
411,4100,54,14.4,6,2,NHS,11116,0.18,6,HWB22,B,27,3,30,180,360,30,1,7,6,6,99.99
412,4110,24.4,14.2,2,1,NHS,12431,0.23,6,HWB10,B,30,3,30,180,360,14,1,7,7,7,99.99
413,4120,12.5,14.2,5,6,NHS,12431,0.19,6,HWB3,B,0,1,30,180,360,37,1,7,6,6,99.99
414,4140,61.4,14.7,6,2,NHS,19018,0.21,5,HWB22,B,15,4,30,180,360,26,1,6,6,8,99.99
415,4155,108.8,22.3,4,2,NHS,25365,0.16,2,HWB15,B,99,5,30,180,360,36,1,6,7,6,99.99
416,4160,21.9,14.3,2,1,NHS,26965,0.19,5,HWB10,B,14,3,30,180,360,34,1,6,6,7,99.99
417,4170,23.5,14.2,6,6,NHS,13617,0.32,2,HWB22,B,15,2,30,180,360,28,1,6,6,6,99.99
418,4190,54.9,11.8,6,5,Minor,3357,0.1,11,HWB22,B,10,3,30,180,360,24,1,6,7,7,99.99
421,4210,22.6,11,5,5,Minor,2520,0.1,6,HWB3,B,0,1,30,180,360,20,1,6,6,6,99.99
422,4220,70.3,11.1,4,2,Minor,1327,0.15,16,HWB15,B,25,4,30,180,360,3,1,6,6,7,99.99
423,4230,29.9,13.5,2,1,Minor,2735,0.1,6,HWB10,B,20,3,30,180,360,27,1,6,6,7,99.99
424,4240,24.4,13.5,2,1,Minor,2735,0.1,6,HWB10,B,10,3,30,180,360,27,1,6,6,7,99.99
426,4260,45.7,11,6,5,Minor,4341,0.1,8,HWB22,B,0,3,30,180,360,23,1,6,5,6,99.99
427,4270,53.5,14.7,4,2,Minor,3130,0.29,19,HWB15,B,0,3,30,180,360,3,1,9,7,7,99.99
428,4280,70.1,14.7,4,2,Minor,3130,0.29,19,HWB15,B,0,3,30,180,360,3,1,9,7,7,99.99
429,4290,19.8,11.5,5,2,Minor,2425,0.12,10,HWB3,B,5,1,30,180,360,19,1,7,6,7,99.99
430,4300,19.8,11.5,5,2,Minor,2425,0.05,10,HWB3,B,15,1,30,180,360,20,1,7,7,7,99.99
432,4331,14.8,10.5,1,1,Minor,1790,0.09,5,HWB3,B,0,1,30,180,360,7,1,7,7,8,99.99
435,4360,13.1,13.6,5,2,Minor,2658,0.04,3,HWB3,B,10,1,30,180,360,37,1,6,8,5,99.99
438,4390,90.2,9.1,4,2,Minor,1380,0.08,11,HWB15,B,0,5,30,180,360,9,1,6,8,7,99.99
440,4400,21.3,10.7,1,11,Minor,1613,0.06,8,HWB3,B,0,1,30,180,360,33,1,7,6,7,99.99
441,4410,121.7,20.3,1,11,Minor,36920,0.05,11,HWB5,B,0,4,30,180,360,5,1,6,7,7,99.99
442,4420,19.2,11.7,5,6,Minor,5850,0.05,6,HWB3,B,15,1,30,180,360,17,1,7,8,8,99.99
443,4430,29.8,11.1,2,1,Minor,1449,0.14,5,HWB10,B,45,3,30,180,360,33,1,6,6,6,99.99
444,4440,21.8,12.3,2,1,Minor,1602,0.15,8,HWB10,B,0,3,30,180,360,29,1,6,6,6,99.99
446,4490,80.7,10.7,6,4,Minor,2697,0.08,6,HWB22,B,30,3,30,180,360,14,1,7,7,6,99.99
447,4500,51.2,12.3,6,2,Minor,7093,0.1,6,HWB22,B,0,3,30,180,360,26,1,7,7,7,99.99
448,4520,18.3,10.7,2,1,Minor,334,0.2,6,HWB10,B,15,3,30,180,360,15,1,7,7,8,99.99
450,4540,7.9,12.5,1,1,Minor,1093,0.1,13,HWB3,B,20,1,30,180,360,25,1,7,7,7,99.99
451,4547,18.6,12.4,2,1,Minor,1093,0.1,3,HWB10,B,20,3,30,180,360,18,1,7,7,8,99.99
452,4550,28.3,13.5,2,1,Minor,2568,0.1,6,HWB10,B,45,3,30,180,360,30,1,5,5,6,99.99
454,4570,16.5,9.2,5,5,Minor,1499,0.1,6,HWB3,B,0,1,30,180,360,39,1,6,5,5,99.99
455,4580,31.4,10.3,1,11,Minor,1443,0.21,21,HWB3,B,0,1,30,180,360,17,1,6,6,7,99.99
456,4591,22.7,11.1,5,6,Minor,1375,0.12,26,HWB3,B,25,1,30,180,360,5,1,7,8,7,99.99
457,4600,24.1,12.3,2,1,Minor,1443,0.21,21,HWB10,B,30,3,30,180,360,28,1,6,6,6,99.99
458,4610,21.6,11.1,2,1,Minor,1461,0.14,8,HWB10,B,0,3,30,180,360,35,1,5,5,6,99.99
459,4615,75.3,14.3,4,2,Minor,2125,0.2,10,HWB15,B,30,2,30,180,360,17,1,6,7,6,99.99
460,4620,22.9,13.7,2,1,Minor,2125,0.2,11,HWB10,B,15,3,30,180,360,32,1,7,7,6,99.99
461,4640,40.8,14.2,6,2,Minor,2540,0.2,6,HWB22,B,30,3,30,180,360,27,1,6,6,6,99.99
462,4650,23.5,14.2,3,2,Minor,5122,0.1,8,HWB3,B,0,1,30,180,360,5,1,7,6,7,99.99
463,4660,120.9,14.2,4,2,Minor,5159,0.1,19,HWB15,B,0,5,30,180,360,5,1,8,7,7,99.99
464,4670,27.4,14.1,5,2,Minor,6001,0.14,8,HWB3,B,0,1,30,180,360,22,1,7,7,7,99.99
465,4680,32,14.2,2,1,Minor,4527,0.1,6,HWB10,B,10,3,30,180,360,35,1,5,5,6,99.99
467,4700,34.6,12.3,2,1,Minor,3876,0.1,2,HWB10,B,25,3,30,180,360,26,1,6,6,7,99.99
468,4708,23.3,14.2,2,1,Minor,6063,0.16,5,HWB10,B,35,3,30,180,360,14,1,7,7,7,99.99
469,4710,17.9,14.7,2,1,Minor,3837,0.2,6,HWB10,B,25,3,30,180,360,29,1,7,7,8,99.99
471,4730,24.9,14.2,2,1,Minor,2370,0.22,6,HWB10,B,15,3,30,180,360,4,1,7,7,7,99.99
472,4740,19.7,14.2,2,1,Minor,2370,0.22,5,HWB10,B,10,3,30,180,360,4,1,7,7,7,99.99
473,4750,11.9,14.7,5,2,Minor,4752,0.16,2,HWB3,B,0,1,30,180,360,30,1,7,7,6,99.99
475,4770,16.6,14.2,3,2,Minor,8346,0.11,5,HWB3,B,0,1,30,180,360,36,1,7,6,6,99.99
476,4781,31.4,11.7,5,4,Minor,5128,0.14,8,HWB3,B,15,1,30,180,360,4,1,8,8,8,99.99
477,4790,12.2,12.9,1,11,Minor,11391,0.12,3,HWB3,B,15,1,30,180,360,21,1,7,5,6,99.99
478,4800,17.1,14.2,3,2,Minor,10576,0.11,5,HWB3,B,0,1,30,180,360,36,1,6,6,6,99.99
480,4820,38.7,10.8,4,2,Major,11570,0.08,2,HWB15,B,0,3,30,180,360,17,1,6,7,7,99.99
481,4830,47.5,10.8,4,2,Major,11292,0.08,2,HWB15,B,0,3,30,180,360,17,1,7,7,7,99.99
482,4835,8.5,19.5,1,1,Major,8447,0.05,2,HWB3,B,5,1,30,180,360,26,1,6,6,7,99.99
483,4840,8.1,19.5,1,1,Major,8447,0.08,2,HWB3,B,13,1,30,180,360,37,1,6,6,7,99.99
484,4845,116.4,14.2,4,2,Major,5831,0.09,2,HWB15,B,15,3,30,180,360,37,1,5,6,7,99.99
485,4850,112.5,14.6,6,4,Major,5831,0.09,2,HWB22,B,8,5,30,180,360,17,1,7,7,7,99.99
486,4859,24.1,12.9,2,1,Minor,4027,0.12,2,HWB10,B,0,3,30,180,360,27,1,6,6,6,99.99
487,4860,24.1,13.4,2,1,Minor,4027,0.12,2,HWB10,B,0,3,30,180,360,27,1,6,6,7,99.99
488,4880,31.6,14.3,2,1,Minor,2990,0.34,6,HWB10,B,30,3,30,180,360,4,1,6,6,7,99.99
489,4890,68.9,14.3,1,11,Minor,3670,0.41,6,HWB5,B,0,3,30,180,360,5,1,7,6,6,99.99
491,4900,18.9,14.2,2,1,Minor,2169,0.43,6,HWB10,B,25,3,30,180,360,6,1,7,7,7,99.99
492,4910,23.5,14.2,2,1,Minor,2169,0.43,8,HWB10,B,25,3,30,180,360,6,1,7,7,7,99.99
493,4920,20.6,13.5,5,2,Minor,2169,0.45,8,HWB3,B,0,1,30,180,360,30,1,7,8,8,99.99
494,4930,41.5,14.2,6,2,Minor,2169,0.45,5,HWB22,B,10,3,30,180,360,22,1,5,7,7,99.99
495,4950,69.1,12.9,4,2,Minor,18814,0.1,11,HWB15,B,10,3,30,180,360,24,1,7,7,7,99.99
496,4960,37.9,18.1,2,1,Minor,9895,0.05,10,HWB10,B,0,4,30,180,360,34,1,5,5,6,99.99
497,4980,15.7,14.2,2,1,Minor,7405,0.1,6,HWB10,B,0,3,30,180,360,20,1,7,7,6,99.99
498,5000,24.9,10.3,2,1,Minor,9195,0.1,6,HWB10,B,30,3,30,180,360,28,1,6,6,6,99.99
499,5004,13.1,12.8,1,11,Minor,2764,0.09,6,HWB3,B,15,1,30,180,360,29,1,6,6,6,99.99
500,5006,51.1,14.2,6,6,Minor,1400,0.1,5,HWB22,B,0,3,30,180,360,4,1,7,6,7,99.99
501,5008,107.9,19.5,4,2,Major,19298,0.05,5,HWB15,B,0,3,30,180,360,37,1,6,7,7,99.99
502,5010,19.2,14.7,2,1,Major,4676,0.11,3,HWB10,B,20,3,30,180,360,28,1,6,6,7,99.99
503,5020,31.2,13.5,2,1,Minor,2861,0.12,3,HWB10,B,0,3,30,180,360,29,1,7,7,8,99.99
504,5030,78.8,14.2,6,6,Minor,2861,0.12,8,HWB22,B,10,4,30,180,360,18,1,7,6,8,99.99
505,5040,19.1,11.1,5,6,Minor,3173,0.19,5,HWB3,B,0,1,30,180,360,16,1,7,8,8,99.99
507,5080,72,12.8,6,4,Minor,3662,0.15,13,HWB22,B,18,3,30,180,360,7,1,8,8,7,99.99
508,5090,22.6,11.1,2,1,Minor,2361,0.2,13,HWB10,B,0,3,30,180,360,5,1,7,7,7,99.99
509,5100,24.4,11.9,2,1,Minor,2039,0.22,6,HWB10,B,30,3,30,180,360,30,1,6,6,6,99.99
510,5110,26.1,14.3,2,1,Minor,7842,0.13,10,HWB10,B,4,3,30,180,360,12,1,7,7,8,99.99
511,5120,18,14.2,2,1,Minor,9588,0.28,6,HWB10,B,5,3,30,180,360,2,1,7,7,7,99.99
514,5165,137.6,20.3,2,2,Major,41500,0.14,2,HWB10,B,15,5,30,180,360,7,1,6,6,6,99.99
515,5180,75,10.7,4,2,Major,16387,0.1,6,HWB15,B,5,2,30,180,360,13,1,6,7,7,99.99
516,5181,75,12.5,4,2,Major,16387,0.1,2,HWB15,B,5,2,30,180,360,13,1,7,7,7,99.99
517,5190,51.8,24.4,6,6,Major,37136,0.05,6,HWB22,B,0,3,30,180,360,14,1,7,7,7,99.99
518,5200,58.8,16.9,6,2,Major,28062,0.05,2,HWB22,B,0,3,30,180,360,21,1,6,6,5,99.99
519,5210,46.9,21.7,6,2,Major,18988,0.05,6,HWB22,B,15,3,30,180,360,22,1,6,7,7,99.99
520,5220,24.7,18.4,2,1,Major,18988,0.05,6,HWB10,B,25,3,30,180,360,23,1,6,6,6,99.99
521,5230,76.8,17.5,4,2,Major,18988,0.05,6,HWB15,B,45,5,30,180,360,21,1,5,7,6,99.99
522,5240,36,22,5,2,Major,4893,0.05,6,HWB3,B,20,1,30,180,360,26,1,6,7,7,99.99
523,5260,36.3,23.9,6,2,Major,18270,0.05,6,HWB22,B,0,3,30,180,360,27,1,6,8,8,99.99
526,5280,36.6,22,2,1,Major,19160,0.05,10,HWB10,B,0,3,30,180,360,27,1,6,6,6,99.99
527,5310,33.5,22.9,5,4,NHS,18868,0.1,3,HWB3,B,35,1,30,180,360,16,1,7,7,5,99.99
528,5502,42.7,29.7,6,2,NHS,31980,0.01,6,HWB22,B,20,3,30,180,360,32,1,6,6,7,99.99
529,5503,119.8,29.6,4,2,NHS,31980,0.06,6,HWB15,B,11,3,30,180,360,32,1,6,6,7,99.99
530,5540,28.7,15.2,2,1,NHS,8307,0.26,6,HWB10,B,18,3,30,180,360,28,1,6,6,6,99.99
531,5545,28.7,19,2,1,NHS,8307,0.26,2,HWB10,B,18,3,30,180,360,28,1,6,6,6,99.99
532,5560,18.3,12.7,1,2,NHS,12899,0.29,3,HWB5,B,45,2,30,180,360,33,1,5,5,5,99.99
533,5570,18.3,12.7,1,2,NHS,12899,0.29,5,HWB5,B,45,2,30,180,360,33,1,6,5,5,99.99
535,5590,19.1,13,3,2,NHS,6930,0.15,2,HWB3,B,10,1,30,180,360,3,1,9,7,7,99.99
536,5610,11.6,13.2,1,1,NHS,9682,0.29,6,HWB3,B,0,1,30,180,360,18,1,7,7,6,99.99
537,5620,17.1,13.3,2,1,NHS,7588,0.37,6,HWB10,B,0,3,30,180,360,28,1,6,6,6,99.99
538,5630,18.7,13.3,2,1,NHS,7588,0.37,6,HWB10,B,10,3,30,180,360,28,1,6,6,6,99.99
539,5680,103.7,14.2,4,2,Minor,5615,0.1,6,HWB15,B,45,5,30,180,360,19,1,7,7,7,99.99
540,5690,12.2,10.7,1,11,Minor,5615,0.1,5,HWB3,B,0,1,30,180,360,36,N,6,4,6,99.99
541,5700,44.5,15.9,6,5,Minor,15734,0.1,6,HWB22,B,0,3,30,180,360,32,1,5,5,6,99.99
542,5710,14.8,14.7,2,1,Minor,4992,0.11,6,HWB10,B,6,3,30,180,360,30,1,7,7,6,99.99
544,5740,50.9,11.1,4,2,Minor,2711,0.1,8,HWB15,B,26,3,30,180,360,18,1,7,8,7,99.99
546,5770,32.3,14.2,6,2,Minor,5672,0.14,2,HWB22,B,5,3,30,180,360,5,1,7,5,6,99.99
547,5780,28.9,14.2,6,2,Minor,11934,0.1,5,HWB22,B,10,3,30,180,360,5,1,6,7,6,99.99
548,5790,28,14.3,2,1,Minor,12554,0.1,6,HWB10,B,10,3,30,180,360,21,1,5,5,7,99.99
549,5820,45.1,35.5,3,2,Major,41920,0.05,2,HWB3,B,0,1,30,180,360,26,1,6,6,6,99.99
551,5832,29.3,8.3,6,2,Major,5434,0.04,2,HWB22,B,99,3,30,180,360,26,1,5,7,5,99.99
552,5840,44.5,26.9,6,2,Major,46112,0.05,2,HWB22,B,6,3,30,180,360,11,1,6,7,7,99.99
553,5842,30,25,2,1,Major,26360,0.02,2,HWB10,B,0,3,30,180,360,5,N,5,5,7,99.99
558,5870,15.5,12.6,3,2,NHS,5171,0.1,5,HWB3,B,0,1,30,180,360,21,1,6,7,6,99.99
565,5900,71,14.3,4,2,NHS,14187,0.1,13,HWB15,B,26,2,30,180,360,20,1,7,8,6,99.99
566,5910,36.3,14.2,6,2,NHS,4200,0.19,6,HWB22,B,30,3,30,180,360,6,1,7,7,7,99.99
567,5920,24.7,14.2,2,1,NHS,6398,0.1,6,HWB10,B,22,3,30,180,360,35,1,5,5,6,99.99
568,5930,25.2,14.2,2,1,NHS,7800,0.1,6,HWB10,B,35,3,30,180,360,16,1,5,5,7,99.99
569,5941,145.7,19.7,6,4,NHS,8800,0.1,10,HWB22,B,13,5,30,180,360,6,1,7,8,7,99.99
570,5961,26.5,11.7,5,2,NHS,4970,0.18,26,HWB3,B,0,1,30,180,360,2,1,9,9,9,99.99
571,5962,162.2,13.3,6,2,NHS,2760,0.35,2,HWB1,B,15,5,30,180,360,26,1,7,6,7,99.99
572,5963,162.2,13.3,6,2,NHS,2910,0.32,2,HWB1,B,15,5,30,180,360,26,1,7,7,7,99.99
577,6001,18.3,12.9,3,2,NHS,142,0.1,2,HWB3,B,36,1,30,180,360,21,1,7,8,8,99.99
578,6002,17.7,13.1,3,2,NHS,142,0.1,2,HWB3,B,34,1,30,180,360,21,1,7,8,7,99.99
579,6003,28.3,12.9,5,4,NHS,142,0.1,2,HWB3,B,36,1,30,180,360,21,1,8,5,7,99.99
580,6004,28.3,12.9,5,4,NHS,142,0.1,2,HWB3,B,36,1,30,180,360,21,1,7,5,6,99.99
581,6011,56.4,13.3,6,6,NHS,5455,0.18,6,HWB22,B,31,3,30,180,360,20,1,7,6,7,99.99
582,6012,56.4,13.3,6,6,NHS,5455,0.18,6,HWB22,B,31,3,30,180,360,20,1,7,6,7,99.99
583,6019,79.2,17.5,4,2,NHS,5500,0.21,2,HWB15,B,0,2,30,180,360,20,1,7,8,7,99.99
